burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,3000502,12256,12288,0,-1,-1,26,15926,2731,8,0,0,0,Eom
1,3001502,12256,12288,0,-1,-1,16,15659,2508,8,0,0,0,Eom
2,3002502,12256,12288,0,-1,-1,29,15931,3212,8,0,0,0,Eom
3,3003502,12256,12288,0,-1,-1,21,15156,2869,8,0,0,0,Eom
4,3004502,12256,12288,0,-1,-1,25,13977,1535,8,0,0,0,Eom
5,3005502,12256,12288,0,-1,-1,22,15529,3064,8,0,0,0,Eom
6,3006502,12256,12288,0,-1,-1,26,14911,2876,8,0,0,0,Eom
7,3007502,12256,12288,0,-1,-1,28,15220,3206,8,0,0,0,Eom
8,3008502,12256,12288,0,-1,-1,24,15924,3544,8,0,0,0,Eom
9,3009502,12256,12288,0,-1,-1,24,15554,2642,8,0,0,0,Eom
10,3010502,12256,12288,0,-1,-1,25,15584,3409,8,0,0,0,Eom
11,3011502,12256,12288,0,-1,-1,24,15764,3290,8,0,0,0,Eom
12,3012502,12256,12288,0,-1,-1,24,14233,1738,8,0,0,0,Eom
13,3013502,12256,12288,0,-1,-1,26,15198,3012,8,0,0,0,Eom
14,3014502,12256,12288,0,-1,-1,28,14885,2351,8,0,0,0,Eom
15,3015502,12256,12288,0,-1,-1,24,14526,2550,8,0,0,0,Eom
16,3016502,12256,12288,0,-1,-1,29,15625,2447,8,0,0,0,Eom
17,3017502,12256,12288,0,-1,-1,27,14922,2796,8,0,0,0,Eom
18,3018502,12256,12288,0,-1,-1,26,15256,2735,8,0,0,0,Eom
19,3019502,12256,12288,0,-1,-1,23,15017,1869,8,0,0,0,Eom
20,3020502,12256,12288,0,-1,-1,22,14601,2422,8,0,0,0,Eom
21,3021502,12256,12288,0,-1,-1,26,14099,2739,8,0,0,0,Eom
22,3022502,12256,12288,0,-1,-1,24,13834,1949,8,0,0,0,Eom
23,3023502,12256,12288,0,-1,-1,21,15461,2367,8,0,0,0,Eom
24,3024502,12256,12288,0,-1,-1,25,13902,1880,8,0,0,0,Eom
25,3025502,12256,12288,0,-1,-1,31,15503,3186,8,0,0,0,Eom
26,3026502,12256,12288,0,-1,-1,28,14743,2230,8,0,0,0,Eom
27,3027502,12256,12288,0,-1,-1,23,14930,2826,8,0,0,0,Eom
28,3028502,12256,12288,0,-1,-1,24,14128,2260,8,0,0,0,Eom
29,3029502,12256,12288,0,-1,-1,17,14987,1925,8,0,0,0,Eom
30,3030502,12256,12288,0,-1,-1,30,15843,3519,8,0,0,0,Eom
31,3031502,12256,12288,0,-1,-1,28,15362,2910,8,0,0,0,Eom
32,3032502,12256,12288,0,-1,-1,25,14398,2170,8,0,0,0,Eom
33,3033502,12256,12288,0,-1,-1,27,13740,2456,8,0,0,0,Eom
34,3034502,12256,12288,0,-1,-1,23,15385,3059,8,0,0,0,Eom
35,3035502,12256,12288,0,-1,-1,26,15196,3221,8,0,0,0,Eom
36,3036502,12256,12288,0,-1,-1,20,15774,3072,8,0,0,0,Eom
37,3037502,12256,12288,0,-1,-1,32,15647,3692,8,0,0,0,Eom
38,3038502,12256,12288,0,-1,-1,30,16160,2981,8,0,0,0,Eom
39,3039502,12256,12288,0,-1,-1,18,14454,1967,8,0,0,0,Eom
40,3040502,12256,12288,0,-1,-1,26,15341,4103,8,0,0,0,Eom
41,3041502,12256,12288,0,-1,-1,25,15961,3430,8,0,0,0,Eom
42,3042502,12256,12288,0,-1,-1,25,15595,2719,8,0,0,0,Eom
43,3043502,12256,12288,0,-1,-1,23,14523,2210,8,0,0,0,Eom
44,3044502,12256,12288,0,-1,-1,23,13879,2931,8,0,0,0,Eom
45,3045502,12256,12288,0,-1,-1,26,15135,3114,8,0,0,0,Eom
46,3046502,12256,12288,0,-1,-1,26,14749,2097,8,0,0,0,Eom
47,3047502,12256,12288,0,-1,-1,27,14967,2423,8,0,0,0,Eom
48,3048502,12256,12288,0,-1,-1,32,15830,3243,8,0,0,0,Eom
49,3049502,12256,12288,0,-1,-1,23,13930,2130,8,0,0,0,Eom
50,3050502,12256,12288,0,-1,-1,32,14898,2999,8,0,0,0,Eom
51,3051502,12256,12288,0,-1,-1,30,15745,2577,8,0,0,0,Eom
52,3052502,12256,12288,0,-1,-1,28,14784,2771,8,0,0,0,Eom
53,3053502,12256,12288,0,-1,-1,30,16134,3731,8,0,0,0,Eom
54,3054502,12256,12288,0,-1,-1,28,15159,3228,8,0,0,0,Eom
55,3055502,12256,12288,0,-1,-1,21,14689,2708,8,0,0,0,Eom
56,3056502,12256,12288,0,-1,-1,22,15574,2753,8,0,0,0,Eom
57,3057502,12256,12288,0,-1,-1,27,14933,3376,8,0,0,0,Eom
58,3058502,12256,12288,0,-1,-1,25,14975,3154,8,0,0,0,Eom
59,3059502,12256,12288,0,-1,-1,17,15079,3042,8,0,0,0,Eom
60,3060502,12256,12288,0,-1,-1,31,15327,2896,8,0,0,0,Eom
61,3061502,12256,12288,0,-1,-1,29,14605,3611,8,0,0,0,Eom
